,city_name,country,cloudiness,humidity,lat,lng,temperature,max_temp,wind speed,date
412,chuy,uy,20.0,94.0,-33.69,-53.46,65.32,65.32,7.65,1554174661
413,baykit,ru,56.0,82.0,61.68,96.39,29.77,29.77,8.43,1554174831
414,paita,pe,36.0,69.0,-5.09,-81.11,74.59,74.59,5.08,1554174512
415,bluff,nz,76.0,69.0,-46.6,168.33,57.0,57.0,5.01,1554174605
416,hermanus,za,0.0,89.0,-34.42,19.24,55.69,57.0,1.01,1554174087
417,evensk,ru,12.0,80.0,61.92,159.24,35.53,35.53,8.77,1554174701
418,rikitea,pf,0.0,100.0,-23.12,-134.97,76.12,76.12,16.71,1554174807
419,castro,cl,90.0,100.0,-42.48,-73.76,53.6,53.6,5.82,1554170400
420,butaritari,ki,68.0,100.0,3.07,172.79,81.97,81.97,9.22,1554174825
421,port elizabeth,za,92.0,100.0,-33.92,25.57,64.42,64.42,5.97,1554174643
422,haines junction,ca,0.0,48.0,60.75,-137.51,41.92,41.92,2.06,1554174702
423,atuona,pf,8.0,100.0,-9.8,-139.03,82.51,82.51,9.89,1554174831
424,khatanga,ru,88.0,100.0,71.98,102.47,31.03,31.03,11.12,1554174810
425,rikitea,pf,0.0,100.0,-23.12,-134.97,76.12,76.12,16.71,1554174807
426,gamba,ga,92.0,96.0,-2.72,10.02,83.68,83.68,6.87,1554174702
427,alofi,nu,40.0,69.0,-19.06,-169.92,82.4,82.4,12.75,1554170400
428,bambous virieux,mu,20.0,94.0,-20.34,57.76,74.68,75.99,3.36,1554174541
429,rincon,us,90.0,43.0,32.3,-81.24,51.57,55.4,5.82,1554174504
430,sibolga,id,8.0,85.0,1.74,98.78,77.29,77.29,2.28,1554174684
431,tiksi,ru,32.0,81.0,71.64,128.87,21.49,21.49,3.85,1554174688
432,caravelas,br,8.0,100.0,-17.73,-39.27,80.53,80.53,9.89,1554174702
433,mandera,ke,0.0,18.0,3.94,41.87,68.0,68.0,4.74,1554174104
434,port-gentil,ga,64.0,95.0,-0.72,8.78,82.87,82.87,6.98,1554174832
435,busselton,au,0.0,32.0,-33.64,115.35,72.23,75.0,5.53,1554174724
436,cape town,za,0.0,67.0,-33.93,18.42,57.7,60.01,14.99,1554174491
437,lompoc,us,1.0,87.0,34.64,-120.46,59.79,64.0,4.7,1554174826
438,naze,jp,0.0,42.0,28.37,129.48,64.4,64.4,12.75,1554170400
439,rikitea,pf,0.0,100.0,-23.12,-134.97,76.12,76.12,16.71,1554174807
440,mar del plata,ar,0.0,54.0,-46.43,-67.52,65.32,65.32,27.0,1554174673
441,busselton,au,0.0,32.0,-33.64,115.35,72.23,75.0,5.53,1554174724
442,chitral,pk,0.0,83.0,35.85,71.79,15.19,15.19,1.28,1554174704
443,sistranda,no,0.0,99.0,63.73,8.83,34.74,37.0,11.41,1554174239
444,avarua,ck,12.0,69.0,-21.21,-159.78,80.6,80.6,13.87,1554172200
445,guerrero negro,mx,0.0,49.0,27.97,-114.04,64.24,64.24,6.64,1554174680
446,hermanus,za,0.0,89.0,-34.42,19.24,55.69,57.0,1.01,1554174087
447,cutro,it,40.0,93.0,39.04,16.98,44.6,44.6,5.82,1554173400
448,quincy,us,90.0,81.0,30.59,-84.58,53.28,55.4,6.93,1554174617
449,upernavik,gl,48.0,100.0,72.79,-56.15,13.93,13.93,6.42,1554174816
450,esperance,au,75.0,93.0,-33.86,121.89,64.4,64.4,10.29,1554172200
451,hobart,au,75.0,42.0,-42.88,147.33,65.08,66.99,3.36,1554174138
454,namibe,ao,0.0,100.0,-15.19,12.15,79.27,79.27,9.22,1554174833
455,cabo san lucas,mx,5.0,73.0,22.89,-109.91,72.45,73.99,3.36,1554174611
456,bonthe,sl,44.0,83.0,7.53,-12.5,81.88,81.88,3.74,1554174833
457,lamesa,us,1.0,32.0,32.74,-101.95,51.33,53.6,4.7,1554174326
458,ushuaia,ar,75.0,81.0,-54.81,-68.31,53.6,53.6,4.7,1554170400
460,vangaindrano,mg,88.0,97.0,-23.35,47.6,70.54,70.54,2.62,1554174705
461,brody,ua,0.0,69.0,50.08,25.14,28.51,28.51,8.21,1554174706
462,faanui,pf,88.0,100.0,-16.48,-151.75,85.21,85.21,5.97,1554174944
463,jamestown,sh,76.0,100.0,-15.94,-5.72,76.57,76.57,18.28,1554174814
464,leningradskiy,ru,44.0,99.0,69.38,178.42,20.77,20.77,11.9,1554174952
465,anadyr,ru,75.0,92.0,64.73,177.51,30.09,30.2,31.32,1554174146
466,ushuaia,ar,75.0,81.0,-54.81,-68.31,53.6,53.6,4.7,1554170400
467,hithadhoo,mv,64.0,100.0,-0.6,73.08,82.33,82.33,8.43,1554174834
468,hermanus,za,0.0,89.0,-34.42,19.24,55.69,57.0,1.01,1554174087
469,albany,au,75.0,68.0,-35.02,117.88,64.4,64.4,9.17,1554170400
470,lavrentiya,ru,48.0,100.0,65.58,-170.99,28.33,28.33,1.16,1554174522
471,vila franca do campo,pt,40.0,67.0,37.72,-25.43,56.08,57.2,19.46,1554174407
472,bambous virieux,mu,20.0,94.0,-20.34,57.76,74.68,75.99,3.36,1554174541
473,kavaratti,in,36.0,100.0,10.57,72.64,83.41,83.41,9.89,1554174663
474,kapaa,us,90.0,65.0,22.08,-159.32,73.49,78.8,9.17,1554174507
477,avarua,ck,12.0,69.0,-21.21,-159.78,80.6,80.6,13.87,1554172200
478,itapora,br,12.0,74.0,-22.08,-54.79,73.87,73.87,6.53,1554174707
479,trinidad,us,1.0,25.0,37.17,-104.5,44.33,51.8,4.7,1554174603
480,almaznyy,ru,0.0,80.0,48.03,40.04,35.6,35.6,8.95,1554172200
481,saldanha,za,0.0,77.0,-33.01,17.94,55.69,55.69,14.03,1554174835
482,praia,cv,40.0,68.0,14.92,-23.51,69.8,69.8,14.99,1554174000
484,ushuaia,ar,75.0,81.0,-54.81,-68.31,53.6,53.6,4.7,1554170400
485,soyo,ao,12.0,93.0,-6.13,12.37,80.26,80.26,4.41,1554174707
487,at-bashi,kg,20.0,86.0,41.17,75.81,30.04,30.04,0.38,1554174708
488,butaritari,ki,68.0,100.0,3.07,172.79,81.97,81.97,9.22,1554174825
489,bethel,us,40.0,49.0,60.79,-161.76,47.26,48.2,3.36,1554170160
490,ushuaia,ar,75.0,81.0,-54.81,-68.31,53.6,53.6,4.7,1554170400
491,arraial do cabo,br,68.0,100.0,-22.97,-42.02,73.06,73.06,4.41,1554174836
492,punta arenas,cl,90.0,93.0,-53.16,-70.91,50.0,50.0,9.17,1554174745
493,hofn,is,56.0,100.0,64.25,-15.21,34.54,34.54,27.34,1554174708
494,busselton,au,0.0,32.0,-33.64,115.35,72.23,75.0,5.53,1554174724
495,sajoszoged,hu,0.0,45.0,47.95,21.0,42.8,42.8,16.11,1554173100
496,kapaa,us,90.0,65.0,22.08,-159.32,73.49,78.8,9.17,1554174507
497,rikitea,pf,0.0,100.0,-23.12,-134.97,76.12,76.12,16.71,1554174807
498,flinders,au,75.0,49.0,-34.58,150.85,71.2,73.0,9.17,1554174739
499,saurimo,ao,24.0,93.0,-9.66,20.4,64.15,64.15,2.51,1554174709
500,bethel,us,40.0,49.0,60.79,-161.76,47.26,48.2,3.36,1554170160
502,hermanus,za,0.0,89.0,-34.42,19.24,55.69,57.0,1.01,1554174087
503,nanortalik,gl,92.0,100.0,60.14,-45.24,26.8,26.8,29.57,1554174947
504,dikson,ru,76.0,97.0,73.51,80.55,25.81,25.81,25.21,1554174811
505,saint-philippe,re,0.0,69.0,-21.36,55.77,72.88,77.0,5.82,1554174129
506,punta arenas,cl,90.0,93.0,-53.16,-70.91,50.0,50.0,9.17,1554174745
508,amberley,nz,56.0,54.0,-43.15,172.73,58.66,62.01,16.11,1554174679
509,ushuaia,ar,75.0,81.0,-54.81,-68.31,53.6,53.6,4.7,1554170400
510,georgetown,sh,75.0,78.0,-7.93,-14.42,80.6,80.6,13.87,1554169800
511,yilan,cn,56.0,36.0,43.11,129.52,37.6,37.6,6.98,1554174709
512,khatanga,ru,88.0,100.0,71.98,102.47,31.03,31.03,11.12,1554174810
513,kathu,th,40.0,66.0,7.91,98.33,86.0,86.0,6.93,1554172200
514,avarua,ck,12.0,69.0,-21.21,-159.78,80.6,80.6,13.87,1554172200
515,georgetown,sh,75.0,78.0,-7.93,-14.42,80.6,80.6,13.87,1554169800
516,rio gallegos,ar,90.0,93.0,-51.62,-69.22,53.6,53.6,10.0,1554170400
517,cairns,au,76.0,95.0,-16.92,145.77,75.74,78.01,19.06,1554174668
518,saint-denis,re,0.0,83.0,-20.87,55.47,72.99,77.0,6.93,1554174129
519,saint george,bm,90.0,88.0,32.38,-64.68,65.16,66.2,18.34,1554174074
520,puerto narino,co,75.0,100.0,-3.77,-70.38,77.0,77.0,3.36,1554170400
522,nhulunbuy,au,75.0,94.0,-12.18,136.78,78.8,78.8,17.22,1554172920
523,bambous virieux,mu,20.0,94.0,-20.34,57.76,74.68,75.99,3.36,1554174541
524,kananga,cd,12.0,92.0,-5.9,22.41,71.44,71.44,3.06,1554174710
526,ushuaia,ar,75.0,81.0,-54.81,-68.31,53.6,53.6,4.7,1554170400
529,katsuura,jp,75.0,40.0,33.93,134.5,50.16,51.8,17.22,1554174256
530,northam,au,0.0,53.0,-31.65,116.67,77.0,77.0,5.82,1554172200
531,kruisfontein,za,88.0,93.0,-34.0,24.73,56.5,56.5,4.41,1554174817
533,ushuaia,ar,75.0,81.0,-54.81,-68.31,53.6,53.6,4.7,1554170400
534,te anau,nz,80.0,66.0,-45.41,167.72,50.38,50.38,3.51,1554174674
535,cidreira,br,8.0,84.0,-30.17,-50.22,72.43,72.43,11.45,1554174827
536,filingue,ne,0.0,55.0,14.35,3.32,74.77,74.77,3.62,1554174968
537,atambua,id,8.0,99.0,-9.11,124.89,83.5,83.5,2.84,1554174550
538,okhotsk,ru,48.0,67.0,59.36,143.24,33.55,33.55,5.08,1554174444
539,rikitea,pf,0.0,100.0,-23.12,-134.97,76.12,76.12,16.71,1554174807
540,umarizal,br,92.0,98.0,-5.99,-37.82,71.62,71.62,3.29,1554174711
543,kavaratti,in,36.0,100.0,10.57,72.64,83.41,83.41,9.89,1554174663
544,bandarbeyla,so,92.0,100.0,9.49,50.81,77.74,77.74,4.63,1554174677
546,ixtapa,mx,5.0,83.0,20.71,-105.21,75.52,75.99,6.93,1554174941
547,punta arenas,cl,90.0,93.0,-53.16,-70.91,50.0,50.0,9.17,1554174745
548,baoqing,cn,0.0,30.0,46.32,132.2,40.39,40.39,8.77,1554174712
549,jamestown,sh,76.0,100.0,-15.94,-5.72,76.57,76.57,18.28,1554174814
551,punta arenas,cl,90.0,93.0,-53.16,-70.91,50.0,50.0,9.17,1554174745
552,tomatlan,mx,0.0,88.0,19.93,-105.25,65.95,65.95,2.28,1554174712
553,kapaa,us,90.0,65.0,22.08,-159.32,73.49,78.8,9.17,1554174507
554,eten,pe,90.0,29.0,-6.91,-79.86,66.2,66.2,19.46,1554170400
555,colares,pt,20.0,93.0,38.8,-9.45,52.11,54.0,3.96,1554174641
556,ribeira grande,pt,48.0,100.0,38.52,-28.7,59.47,59.47,22.19,1554174678
557,avarua,ck,12.0,69.0,-21.21,-159.78,80.6,80.6,13.87,1554172200
558,georgetown,sh,75.0,78.0,-7.93,-14.42,80.6,80.6,13.87,1554169800
559,port macquarie,au,40.0,93.0,-31.43,152.91,68.86,73.0,6.93,1554174605
560,rawson,ar,88.0,32.0,-43.3,-65.11,75.31,75.31,12.12,1554174441
562,bredasdorp,za,68.0,89.0,-34.53,20.04,54.0,54.0,1.01,1554174087
563,beringovskiy,ru,88.0,100.0,63.05,179.32,31.57,31.57,12.35,1554174713
565,homer,us,0.0,75.0,59.64,-151.54,42.93,44.6,9.17,1554174376
567,albany,au,75.0,68.0,-35.02,117.88,64.4,64.4,9.17,1554170400
568,kitob,uz,8.0,81.0,39.12,66.88,48.2,48.2,11.41,1554172200
569,kapaa,us,90.0,65.0,22.08,-159.32,73.49,78.8,9.17,1554174507
570,sitka,us,0.0,57.0,37.17,-99.65,46.24,46.24,6.98,1554174587
571,avarua,ck,12.0,69.0,-21.21,-159.78,80.6,80.6,13.87,1554172200
572,tiarei,pf,75.0,66.0,-17.53,-149.33,87.37,87.8,10.29,1554174141
574,saint-philippe,re,0.0,69.0,-21.36,55.77,72.88,77.0,5.82,1554174129
575,mar del plata,ar,0.0,54.0,-46.43,-67.52,65.32,65.32,27.0,1554174673
577,kapaa,us,90.0,65.0,22.08,-159.32,73.49,78.8,9.17,1554174507
578,kapaa,us,90.0,65.0,22.08,-159.32,73.49,78.8,9.17,1554174507
579,albany,au,75.0,68.0,-35.02,117.88,64.4,64.4,9.17,1554170400
580,brae,gb,88.0,87.0,60.4,-1.35,42.8,42.8,19.46,1554173400
582,kyabe,td,12.0,60.0,9.45,18.94,72.34,72.34,3.51,1554174714
583,port blair,in,20.0,78.0,11.67,92.75,82.4,82.4,2.24,1554170400
584,de-kastri,ru,80.0,86.0,51.48,140.77,30.67,30.67,5.64,1554174715
585,qaanaaq,gl,0.0,72.0,77.48,-69.36,-6.87,-6.87,6.31,1554174824
586,komsomolskiy,ru,80.0,93.0,67.55,63.78,25.63,25.63,17.27,1554174842
587,hilo,us,90.0,65.0,19.71,-155.08,73.38,78.8,4.7,1554174808
588,morondava,mg,0.0,100.0,-20.3,44.28,71.08,71.08,3.4,1554174715
589,meulaboh,id,24.0,100.0,4.14,96.13,81.07,81.07,3.18,1554174715
590,busselton,au,0.0,32.0,-33.64,115.35,72.23,75.0,5.53,1554174724
591,salalah,om,20.0,78.0,17.01,54.1,77.0,77.0,3.36,1554169800
592,mount gambier,au,12.0,43.0,-37.83,140.78,71.6,71.6,17.22,1554170400
593,goryachegorsk,ru,32.0,43.0,55.41,88.92,36.88,36.88,3.06,1554174715
594,thessalon,ca,90.0,90.0,46.26,-83.55,32.0,32.0,5.75,1554173700
595,barrow,us,1.0,60.0,39.51,-90.4,43.11,44.6,6.93,1554174616
596,hualmay,pe,44.0,93.0,-11.1,-77.61,65.5,65.5,5.19,1554174843
597,georgetown,sh,75.0,78.0,-7.93,-14.42,80.6,80.6,13.87,1554169800
598,maningrida,au,64.0,91.0,-12.05,134.23,86.2,86.2,12.68,1554174716
599,vestmannaeyjar,is,0.0,100.0,63.44,-20.27,30.94,30.94,19.51,1554174673
600,yerbogachen,ru,64.0,63.0,61.28,108.01,33.37,33.37,13.24,1554174716
601,atuona,pf,8.0,100.0,-9.8,-139.03,82.51,82.51,9.89,1554174831
602,ancud,cl,90.0,100.0,-41.87,-73.83,53.6,53.6,5.82,1554170400
603,te anau,nz,80.0,66.0,-45.41,167.72,50.38,50.38,3.51,1554174674
604,qaanaaq,gl,0.0,72.0,77.48,-69.36,-6.87,-6.87,6.31,1554174824
606,butaritari,ki,68.0,100.0,3.07,172.79,81.97,81.97,9.22,1554174825
608,georgetown,sh,75.0,78.0,-7.93,-14.42,80.6,80.6,13.87,1554169800
609,ancud,cl,90.0,100.0,-41.87,-73.83,53.6,53.6,5.82,1554170400
612,tuktoyaktuk,ca,40.0,84.0,69.44,-133.03,6.8,6.8,9.17,1554170400
613,ribeira grande,pt,48.0,100.0,38.52,-28.7,59.47,59.47,22.19,1554174678
614,ushuaia,ar,75.0,81.0,-54.81,-68.31,53.6,53.6,4.7,1554170400
616,bredasdorp,za,68.0,89.0,-34.53,20.04,54.0,54.0,1.01,1554174087
617,ponta do sol,cv,40.0,60.0,17.2,-25.09,71.6,71.6,13.87,1554170400
618,tuktoyaktuk,ca,40.0,84.0,69.44,-133.03,6.8,6.8,9.17,1554170400
619,flinders,au,75.0,49.0,-34.58,150.85,71.2,73.0,9.17,1554174739
620,assiniboia,ca,56.0,56.0,49.63,-105.99,39.4,39.4,14.36,1554174679
621,menongue,ao,48.0,38.0,-14.66,17.68,68.02,68.02,4.63,1554174717
622,ahipara,nz,68.0,85.0,-35.17,173.16,67.39,67.39,15.7,1554174819
623,nsoko,sz,92.0,88.0,-27.03,31.95,63.79,68.0,4.7,1554170400
626,khatanga,ru,88.0,100.0,71.98,102.47,31.03,31.03,11.12,1554174810
627,yagodnoye,ru,80.0,74.0,62.52,149.63,16.18,16.18,3.06,1554174718
628,saint-augustin,ca,5.0,65.0,45.63,-73.98,31.86,34.0,13.87,1554174708
629,sao filipe,cv,0.0,100.0,14.9,-24.5,69.73,69.73,11.68,1554174718
630,saint-philippe,re,0.0,69.0,-21.36,55.77,72.88,77.0,5.82,1554174129
631,qaqortoq,gl,100.0,99.0,60.72,-46.03,33.55,33.55,24.54,1554174845
632,cherskiy,ru,76.0,73.0,68.75,161.3,31.57,31.57,6.31,1554174845
633,busselton,au,0.0,32.0,-33.64,115.35,72.23,75.0,5.53,1554174724
634,bjelovar,hr,0.0,75.0,45.9,16.84,44.58,48.0,8.05,1554174671
635,pangnirtung,ca,8.0,58.0,66.15,-65.72,-6.78,-6.78,3.18,1554174718
636,ushuaia,ar,75.0,81.0,-54.81,-68.31,53.6,53.6,4.7,1554170400
637,bredasdorp,za,68.0,89.0,-34.53,20.04,54.0,54.0,1.01,1554174087
638,upernavik,gl,48.0,100.0,72.79,-56.15,13.93,13.93,6.42,1554174816
639,hithadhoo,mv,64.0,100.0,-0.6,73.08,82.33,82.33,8.43,1554174834
640,luderitz,na,0.0,80.0,-26.65,15.16,57.76,57.76,15.48,1554174694
641,suhbaatar,mn,56.0,49.0,50.23,106.21,48.94,48.94,11.79,1554174719
642,yellowknife,ca,40.0,57.0,62.45,-114.38,16.18,17.6,24.16,1554174124
643,kruisfontein,za,88.0,93.0,-34.0,24.73,56.5,56.5,4.41,1554174817
644,chuy,uy,20.0,94.0,-33.69,-53.46,65.32,65.32,7.65,1554174661
645,westwood,us,0.0,31.0,42.21,-71.22,29.91,35.01,6.93,1554174718
646,punta arenas,cl,90.0,93.0,-53.16,-70.91,50.0,50.0,9.17,1554174745
647,kavieng,pg,44.0,100.0,-2.57,150.8,83.32,83.32,8.43,1554174843
648,yellowknife,ca,40.0,57.0,62.45,-114.38,16.18,17.6,24.16,1554174124
649,hilo,us,90.0,65.0,19.71,-155.08,73.38,78.8,4.7,1554174808
650,kapaa,us,90.0,65.0,22.08,-159.32,73.49,78.8,9.17,1554174507
652,beringovskiy,ru,88.0,100.0,63.05,179.32,31.57,31.57,12.35,1554174713
653,upernavik,gl,48.0,100.0,72.79,-56.15,13.93,13.93,6.42,1554174816
656,mahebourg,mu,20.0,94.0,-20.41,57.7,74.73,75.99,3.36,1554174541
657,lagoa,pt,0.0,87.0,37.14,-8.45,53.38,55.0,5.82,1554174427
658,bethel,us,40.0,49.0,60.79,-161.76,47.26,48.2,3.36,1554170160
659,cape town,za,0.0,67.0,-33.93,18.42,57.7,60.01,14.99,1554174491
660,huangmei,cn,100.0,100.0,30.1,115.95,54.88,54.88,5.75,1554174720
662,albany,au,75.0,68.0,-35.02,117.88,64.4,64.4,9.17,1554170400
663,aksaray,tr,75.0,93.0,38.37,34.03,42.94,43.0,1.12,1554171600
664,punta arenas,cl,90.0,93.0,-53.16,-70.91,50.0,50.0,9.17,1554174745
668,hofn,is,56.0,100.0,64.25,-15.21,34.54,34.54,27.34,1554174708
669,rikitea,pf,0.0,100.0,-23.12,-134.97,76.12,76.12,16.71,1554174807
670,upernavik,gl,48.0,100.0,72.79,-56.15,13.93,13.93,6.42,1554174816
671,thyolo,mw,0.0,87.0,-16.07,35.15,57.04,57.04,2.51,1554174721
672,khatanga,ru,88.0,100.0,71.98,102.47,31.03,31.03,11.12,1554174810
673,flinders,au,75.0,49.0,-34.58,150.85,71.2,73.0,9.17,1554174739
674,barrow,us,1.0,60.0,39.51,-90.4,43.11,44.6,6.93,1554174616
675,kopavogur,is,75.0,74.0,64.11,-21.91,28.69,30.0,25.28,1554174415
676,bethel,us,40.0,49.0,60.79,-161.76,47.26,48.2,3.36,1554170160
677,butaritari,ki,68.0,100.0,3.07,172.79,81.97,81.97,9.22,1554174825
678,hilo,us,90.0,65.0,19.71,-155.08,73.38,78.8,4.7,1554174808
679,rikitea,pf,0.0,100.0,-23.12,-134.97,76.12,76.12,16.71,1554174807
680,beloha,mg,0.0,85.0,-25.17,45.06,66.31,66.31,5.41,1554174847
681,quatre cocos,mu,20.0,94.0,-20.21,57.76,74.98,77.0,3.36,1554174841
683,pitimbu,br,0.0,94.0,-7.47,-34.81,75.2,75.2,2.24,1554170400
684,punta arenas,cl,90.0,93.0,-53.16,-70.91,50.0,50.0,9.17,1554174745
685,sao filipe,cv,0.0,100.0,14.9,-24.5,69.73,69.73,11.68,1554174718
686,gimli,ca,24.0,79.0,50.63,-96.99,34.43,36.0,3.0,1554174624
687,punta arenas,cl,90.0,93.0,-53.16,-70.91,50.0,50.0,9.17,1554174745
688,khatanga,ru,88.0,100.0,71.98,102.47,31.03,31.03,11.12,1554174810
689,hermanus,za,0.0,89.0,-34.42,19.24,55.69,57.0,1.01,1554174087
690,bredasdorp,za,68.0,89.0,-34.53,20.04,54.0,54.0,1.01,1554174087
691,jamestown,sh,76.0,100.0,-15.94,-5.72,76.57,76.57,18.28,1554174814
692,new norfolk,au,75.0,42.0,-42.78,147.06,65.08,66.99,3.36,1554174138
693,kavaratti,in,36.0,100.0,10.57,72.64,83.41,83.41,9.89,1554174663
695,punta arenas,cl,90.0,93.0,-53.16,-70.91,50.0,50.0,9.17,1554174745
696,romny,ru,0.0,32.0,50.73,129.29,41.29,41.29,10.33,1554174723
697,rio grande,br,20.0,93.0,-32.03,-52.1,69.91,69.91,9.22,1554174848
698,qaanaaq,gl,0.0,72.0,77.48,-69.36,-6.87,-6.87,6.31,1554174824
